player_id,stats_perform_id,first_name,last_name,display_name,teamshort,pos,jersey_no,nationality_primary,height_cm,weight_kg,birth_date,birth_place,height_ft,weight_lb
1c9a16cc-a7ac-4bef-9cea-a0c88071bac4,1583881.0,Aaron,Große Kleimann,Aaron Große,rhf,Defensive End,99,German,204.0,127.0,2001-10-19,"Lippstadt, Germany","6'8""",280
ab57b345-97a7-4942-95b4-591a18b6beb7,1584097.0,Chad,Walrond,Chad Walrond,alp,,,BRITISH,178.0,88.0,1999-05-25,,"5'10""",194
99d7c464-09bd-4b52-9f64-8357023e4e60,1583847.0,David,Rauter,David Rauter,vik,Offensive Guard,77,AUSTRIAN,195.0,140.0,1994-07-19,,"6'4""",309
0487a580-883b-11ed-881a-d5a7dfbc10f9,1583485.0,Randy,Abandzounou,Randy Abandzounou,par,Defensive End,17,FRENCH,195.0,106.0,1999-08-13,Brazzaville,"6'4""",234
afe826c4-b4f3-427d-9894-f164e99217de,1584921.0,Alejandro,Fernandez Nieto,Alejandro Fernandez,vik,Defensive End,15,SPANISH,188.0,105.0,2001-11-30,,"6'2""",231
0db39b18-e717-4928-8051-e48b61b7804a,1583808.0,Benjamin,Straight,Benjamin Straight,vik,Strong Safety,23,AUSTRIAN,183.0,92.0,1999-04-23,,"6'0""",203
5c3a700a-2890-4ef3-a4c6-ff6ad2356273,,Deon,Mutsvanemoto,Deon Mutsvanemoto,bth,Offensive Guard,55,English,190.0,129.0,1996-07-15,Zimbabwe,"6'2""",284
f84a43b1-0655-4b6f-a7c0-811576482ecb,1583748.0,Dennis,Tasic,Dennis Tasic,vik,Kicker,2,AUSTRIAN,186.0,110.0,1992-09-09,,"6'1""",243
4a4aefeb-30be-4d8e-832f-c9791c8d1496,1586292.0,Giacomo,De Pauli,Giacomo De,rhf,Running Back,15,German,188.0,103.0,1998-10-03,"Filderstadt, Germany","6'2""",227
c601466a-35e2-4b63-a050-8ad15d4ad3b3,1584967.0,Celestin,Ngimbi Mabiala,Celestin Ngimbi,par,Center,60,Spanish,186.0,140.0,2002-10-30,"Spain, Madrid","6'1""",309
9c602c46-1f30-42b2-b80b-01ebcb8c5952,1583836.0,Clemens,Walz,Clemens Walz,vik,Offensive Guard,51,AUSTRIAN,183.0,120.0,1999-08-20,,"6'0""",265
99003275-155e-4d8b-bb12-22afcb932710,1583850.0,Florian,Bierbaumer,Florian Bierbaumer,vik,Tight End,89,AUSTRIAN,198.0,116.0,1998-10-05,,"6'5""",256
1814d9cf-7b98-49e4-a758-8a8942bb0938,1583526.0,Hubert,Ogrodowczyk,Hubert Ogrodowczyk,wpa,Linebacker,2,Polish,182.0,107.0,1993-07-28,"Poznań, Poland","5'11""",236
25baddd3-10e0-496a-abff-5673d8e7909f,1583822.0,Jakeb Jon Wayne,Sullivan,Jakeb Sullivan,bth,Quarterback,7,American,185.0,85.0,1994-07-01,Rapid City South Dakota,"6'0""",187
c52ab6af-cddf-4f2e-851e-5bd6dc697bd7,1583824.0,Moriz,Elmauthaler,Moriz Elmauthaler,vik,Linebacker,42,AUSTRIAN,179.0,97.0,1999-11-11,,"5'10""",214
cb1da7fb-ccdf-4eb0-b944-15d4f604224c,1583806.0,Leonhard,Gerner,Leonhard Gerner,vik,Cornerback,21,AUSTRIAN,183.0,85.0,2000-09-25,,"6'0""",187
f6dae90e-cf78-4de8-bbc3-2e7cefcb1939,1583629.0,Michał,Goszczyński,Michał Goszczyński,wpa,Wide Receiver,84,POLISH,197.0,92.0,2000-11-19,,"6'5""",203
769bf111-463c-4fb9-977e-edb7c3ee8455,1386402.0,Karlis,Brauns,Karlis Brauns,wpa,Defensive Line,3,Latvian,196.0,117.0,1994-01-12,"Riga, Latvia","6'5""",258
5e3b8604-f22b-4a32-b829-b188f04a4e0b,1583700.0,Kai,Hunter,Kai Hunter,bth,Running Back,2,German,176.0,85.0,1998-03-19,Saarbrücken,"5'9""",187
35ecde1e-7879-424c-8eee-455d576e97bd,1583363.0,Luis,Fiedler,Luis Fiedler,rhf,Linebacker,55,German,184.0,92.0,2002-09-21,Castrop-Rauxel,"6'0""",203
ef9c06d1-662d-4af8-9b67-677e8d8c18e2,1319568.0,Leander Valentin,Wiegand,Leander Wiegand,rhf,Offensive Guard,64,German,196.0,140.0,1999-08-24,Henstedt-Ulzburg,"6'5""",309
eaa8929d-2b8b-451d-b5d6-8b4cbfc56334,1583636.0,Łukasz,Gembara,Łukasz Gembara,wpa,Defensive Tackle,97,POLISH,185.0,130.0,1998-01-19,,"6'0""",287
c9daf96a-fc48-4bf7-9f3e-149bdd5c6104,1585988.0,Matthias,Banjaqui,Matthias Banjaqui,rhf,,,GERMAN,188.0,103.0,1995-09-02,,"6'2""",227
63bf940c-296b-4136-bb6b-b6610041e837,1583346.0,Maximilian,Eisenhut,Maximilian Eisenhut,rhf,Punter,14,German,186.0,92.0,1995-04-29,"Bonn, Germany","6'1""",203
74a52106-0301-4c92-991e-d40959640416,1583344.0,Harlan,Kwofie,Harlan Kwofie,rhf,Wide Receiver,10,German,190.0,96.0,1999-06-03,Venray,"6'2""",212
028655f3-92c8-4aff-a869-90f61ce59929,1583830.0,Joshua,Poznanski,Joshua Poznanski,bth,Strong Safety,15,German,190.0,98.0,1995-06-06,"Frankfurt am Main, Germany","6'2""",216
dd68ffe0-4580-497a-b40e-dca6eacf6626,1583756.0,Johannes,Schütz,Johannes Schütz,vik,Running Back,4,AUSTRIAN,181.0,88.0,2000-10-03,,"5'11""",194
29f87bff-4f71-4ea2-8bad-615e3697e18f,1583338.0,Lennart,Rebensburg Weitz,Lennart Rebensburg Weitz,rhf,Inside Linebacker,3,German,184.0,97.0,2000-06-08,"Köln, Germany","6'0""",214
76597b1c-ae3d-46b8-88cd-18f61cf7334c,,Marloshawn,Franklin Jr.,Marloshawn Franklin,vik,Free Safety,1,,183.0,92.0,1996-10-23,,"6'0""",203
8e6028c5-2b5a-423b-8194-630ec0d292cb,1583339.0,Jannik,Seibel,Jannik Seibel,rhf,Cornerback,4,German,190.0,93.0,1999-05-28,"Düsseldorf, Germany","6'2""",205
5d860b9e-dc68-4747-bddd-a2c03854b8d5,1583598.0,Krzystof,Wis,Krzystof Wis,wpa,Middle Linebacker,35,Polish,192.0,100.0,1988-01-16,"Wrocław, Poland","6'3""",220
358febe8-9ea0-4653-ba06-a23bda54bbce,1584957.0,Gabriel,Rodriguez,Gabriel Rodriguez,alp,,,SPANISH,199.0,145.0,2000-10-02,,"6'6""",320
880d8da0-c601-4362-89b6-d900b26de03d,1583373.0,Jason,Chikere,Jason Chikere,rhf,Defensive Tackle,97,German,190.0,133.0,1998-02-11,"Oberhausen, Germany","6'2""",293
81bb9297-6d51-4fe2-8c5d-f5ce6fbf349e,1583372.0,Justus,Sleiman-Fierek,Justus Sleiman,rhf,Defensive Tackle,94,German,188.0,120.0,2002-01-03,"Düsseldorf, Germany","6'2""",265
abc58452-4986-4903-a17d-db18c55805f5,1583592.0,Kamil,Kotlarz,Kamil Kotlarz,wpa,Running Back,29,Polish,175.0,85.0,2001-06-13,"Oleśnica, Poland","5'8""",187
b6f0b49b-8d2b-4825-aead-d67c6be266b3,1583843.0,Lukas,Holub,Lukas Holub,vik,Offensive Tackle,71,AUSTRIAN,196.0,130.0,2002-03-07,,"6'5""",287
0e050232-477b-4b9d-80ee-0acf8e329a6b,1583630.0,Mateusz,Wojakiewicz,Mateusz Wojakiewicz,wpa,Tight End,87,POLISH,193.0,110.0,2001-01-15,"Wrocław, Poland","6'3""",243
ae4aff8a-0a2e-4b18-9cb8-b7e57864baf8,1583835.0,Niklas,Schumm,Niklas Schumm,bth,Wide Receiver,16,German,187.0,75.0,1999-11-12,"Fürth, Germany","6'1""",165
14b107bf-4e2f-4a4f-ab9d-f1a3462a6fdd,1583341.0,Till,Janssen,Till Janssen,rhf,Cornerback,7,German,190.0,92.0,1994-04-18,"Düsseldorf, Germany","6'2""",203
8737e811-5f91-4612-896b-69d36f0170a4,1583787.0,Philipp,Haun,Philipp Haun,vik,Wide Receiver,10,AUSTRIAN,180.0,84.0,1994-09-15,,"5'10""",185
b63823b8-cee6-4f46-a100-a3ab91b19618,1583359.0,Sebastian,Van Santen,Sebastian Van,rhf,Kicker,33,German,198.0,105.0,1996-03-12,"Düsseldorf, Germany","6'5""",231
bae8d1e2-8923-4567-bcd2-d8c2c156d8df,1583600.0,Tomasz,Kiszka,Tomasz Kiszka,wpa,Inside Linebacker,56,POLISH,180.0,98.0,2001-06-14,,"5'10""",216
e0b09958-2800-4e4e-8d85-5a35f45acb39,1583535.0,Maciej,Krupa,Maciej Krupa,wpa,Wide Receiver,10,Polish,180.0,80.0,2003-06-29,"Trzebnica, Poland","5'10""",176
6b4be01f-2d01-4ddb-8914-34be7b00c10a,1583855.0,Marvin,Wappl,Marvin Wappl,vik,Defensive End,96,AUSTRIAN,186.0,100.0,1994-03-15,,"6'1""",220
ecf4dee9-3ce6-4d4e-addd-4593ccfa5045,1583811.0,Nikolaus,Huszar,Nikolaus Huszar,vik,Cornerback,27,AUSTRIAN,183.0,89.0,2001-04-03,,"6'0""",196
7bcce1a0-b4b0-4beb-a12b-76d45677f6e3,1583356.0,Tyrone Jordan,Alexander,Tyrone Alexander,rhf,Running Back,28,German,173.0,80.0,1997-10-14,"Willich, Germany","5'8""",176
b788edbb-f228-4c18-b369-5cb2fb2a92c7,1584262.0,Michael,Kimpiabi,Michael Kimpiabi,alp,,,SWISS,195.0,137.0,1998-03-27,,"6'4""",302
b19391bf-9dea-4459-adae-30f468b83627,1583604.0,Rafał,Rogaczewski,Rafał Rogaczewski,wpa,Center,55,Polish,178.0,120.0,1991-07-31,"Szczecin, Poland","5'10""",265
adcbeecb-6559-4b35-bc13-4885a90b2fc3,1583817.0,Sebastian,Ernst,Sebastian Ernst,vik,Linebacker,33,AUSTRIAN,183.0,92.0,1998-08-05,,"6'0""",203
6b50f507-5965-4676-a17d-d351c860f775,1476209.0,Pablo,Araya Matilla,Pablo Araya,vik,Safety,31,SPANISH,178.0,88.0,2000-11-24,,"5'10""",194
91b54724-c209-4cc5-b061-c529b3e4146a,,Remy,Feltes,Remy Feltes,rhf,Defensive Tackle,90,German,195.0,134.0,1996-09-02,"Bochum, Germany","6'4""",295
0b6f53de-f781-4f80-b2f6-88198abe50bc,1583594.0,Szymon,Romanowski,Szymon Romanowski,wpa,Free Safety,4,POLISH,180.0,84.0,2001-11-08,"Wrocław, Poland","5'10""",185
6b483cf1-d4f7-4aa2-a259-f92a71eec63c,1584786.0,Martin,Pinter,Martin Pinter,rhf,Defensive End,98,French,190.0,110.0,1997-05-10,Saint-Germain-En-Laye,"6'2""",243
ffe79fcc-e8c4-4ed5-936e-ea7d6e59290d,1583362.0,Marvin,Pludra,Marvin Pludra,rhf,Offensive Guard,54,German,198.0,138.0,2000-12-07,"Karlsruhe, Germany","6'5""",304
be10b98b-95a2-44bb-8e19-fd7d20f12c13,1583366.0,Nick,Wiens,Nick Wiens,vik,Offensive Guard,68,GERMAN,187.0,126.0,1997-04-17,,"6'1""",278
4f663bc2-8a19-4f03-8d7c-756797ca33b3,1583804.0,Oskar,Herz,Oskar Herz,vik,Kicker,19,AUSTRIAN,183.0,72.0,1993-07-23,,"6'0""",159
aedffcb8-5d13-4b9b-8c6d-5003225ac6e9,1584791.0,Simon,Homadi,Simon Homadi,bth,Running Back,6,German,185.0,90.0,2001-11-03,Ledig,"6'0""",198
a8f4fa47-dd3e-437b-aa02-9922c3490a6f,1583361.0,Marius,Kensy,Marius Kensy,rhf,Middle Linebacker,44,German,185.0,112.0,1998-06-22,Gelsenkirchen,"6'0""",247
833198ae-20d3-4646-bb29-b890fd3e2210,1583367.0,Sven,Breidenbach,Sven Breidenbach,rhf,Offensive Tackle,77,German,197.0,135.0,1989-09-18,"Dormagen, Germany","6'5""",298
0024c414-6f1b-4555-af02-c7062c23a419,933607.0,Thomas,Schaffer,Thomas Schaffer,vik,Defensive Tackle,91,AUSTRIAN,201.0,140.0,1996-11-29,,"6'7""",309
fcfc78e3-d160-45a6-8287-232d15f7032f,1583828.0,Vito,Millauer,Vito Millauer,vik,Defensive End,46,AUSTRIAN,192.0,112.0,2001-01-12,,"6'3""",247
31eebac1-aeda-486b-b563-a4a796d68f53,1583801.0,Yannick,Mayr,Yannick Mayr,vik,Wide Receiver,14,AUSTRIAN,183.0,88.0,1996-03-19,,"6'0""",194
b09d3fe1-f68e-42a3-a4f2-d5347ace2509,,Zoltan,Golita,Zoltan Golita,vik,Cornerback,26,GERMAN,0.0,0.0,,,"0'0""",0
d6eb78ec-9d04-4a3b-8bc1-d5c180f8bc87,1583574.0,Wiktor,Zięba,Wiktor Zięba,wpa,Wide Receiver,16,Polish,185.0,95.0,1994-07-16,Wrocław,"6'0""",209
95f1eb30-9901-11ed-a734-bfab7d3902ba,1584953.0,Juan,Flores-Calderon,Juan Flores-Calderon,wpa,Wide Receiver,81,Spanish,184.0,81.0,2004-01-31,"Madrit, Spain","6'0""",179
053bb4a0-9991-11ed-bf80-6f33335c6375,1583809.0,Karri,Pajarinen,Karri Pajarinen,vik,Running Back,24,FINNISH,178.0,94.0,1998-10-05,,"5'10""",207
00c99f9c-9d65-4d3d-a198-04b8661bd446,1583826.0,Leon,Huber,Leon Huber,vik,Linebacker,44,AUSTRIAN,181.0,100.0,2001-06-17,,"5'11""",220
c7d6fb90-b0f3-11ed-b531-1da4d38c5a63,1583698.0,Tomiwa,Oyewo,Tomiwa Oyewo,bth,Running Back,8,Irish,180.0,95.0,1999-02-06,"Dublin, Ireland","5'10""",209
470b1410-b2b0-11ed-a062-590c65ef5c51,1585182.0,Jan,Leuker,Jan Leuker,rhf,Quarterback,16,German,184.0,90.0,2001-08-10,"Viersen, Germany","6'0""",198
413e2590-b2b5-11ed-976c-3b564236fcc7,1584955.0,Yasir,Raji,Yasir Raji,rhf,Offensive Tackle,78,German,188.0,115.0,1997-07-10,Ilorin,"6'2""",254
1c09aee0-b740-11ed-80a1-618cd8b571e7,1583603.0,Stanisław,Idziak,Stanisław Idziak,wpa,Defensive End,54,Polish,185.0,110.0,2004-07-30,"Poznań, Poland","6'0""",243
83f2c9b0-b740-11ed-80a1-618cd8b571e7,1593908.0,Dominik,Niedziela,Dominik Niedziela,wpa,Tight End,83,Polish,198.0,124.0,1996-03-06,"Mikołów, Poland","6'5""",273
9d506690-b742-11ed-80a1-618cd8b571e7,1583635.0,Oskar,Romaniuk,Oskar Romaniuk,wpa,Defensive End,91,Polish,193.0,125.0,1991-09-17,"Kraków, Poland","6'3""",276
d38d4e20-b824-11ed-a730-ebc09f1a623b,,Gabriel,Cunningham,Gabriel Cunningham,alp,,,AMERICAN,190.0,90.0,1995-08-09,,"6'2""",198
b59d7650-c293-11ed-bd29-7f6e047a7c19,1583371.0,Leon,Höltker,Leon Höltker,rhf,Wide Receiver,89,German,185.0,82.0,1997-12-01,"Dülmen, Germany","6'0""",181
25e5bf10-c296-11ed-8e7f-a127d56faf61,1447081.0,Lino,Schröter,Lino Schröter,rhf,Outside Linebacker,26,German,185.0,108.0,1999-08-25,"Troisdorf, Germany","6'0""",238
b5d8e550-c7fc-11ed-9bfe-4f3c505bf416,1583595.0,Kacper,Jazienicki,Kacper Jazienicki,wpa,Cornerback,32,Polish,180.0,81.0,2002-06-23,"Oława, Poland","5'10""",179
defeb900-c8d8-11ed-b816-cd95fcf63fc4,1583761.0,Elmeri,Laalo,Elmeri Laalo,vik,Strong Safety,6,FINNISH,192.0,94.0,2001-07-18,,"6'3""",207
8ead14b0-d2d8-11ed-8af2-7729dacff20e,1583625.0,Jakub,Gajewski,Jakub Gajewski,wpa,Offensive Guard,72,Polish,187.0,140.0,2001-12-02,"Płock, Poland","6'1""",309
f0f63240-d37e-11ed-bb53-35b53c811507,,Rico,Geyer,Rico Geyer,bth,Cornerback,18,German,,82.5,2000-09-15,Mainz,,182
fa7d9c70-d394-11ed-8b09-696e05e6b2d7,1583880.0,Fabian,Tchuda,Fabian Tchuda,bth,Defensive Tackle,20,German,181.0,124.0,2001-09-19,Hamburg,"5'11""",273
8f634cd0-d8a0-11ed-b5d9-e59dc85e57e9,1584295.0,Gregorio,Calonego,Gregorio Calonego,alp,,,ITALIAN,183.0,86.0,2001-04-29,,"6'0""",190
ccfe3d80-d8a9-11ed-b5d9-e59dc85e57e9,1584270.0,Timothy,Schürmann,Timothy Schürmann,alp,,,SWISS,188.0,104.0,2001-05-15,,"6'2""",229
002103d0-da3c-11ed-a8cf-bf90b728a50c,1584260.0,Hendrik,Rutishauser,Hendrik Rutishauser,alp,,,SWISS,184.0,95.0,2002-05-11,,"6'0""",209
b62cd950-dae2-11ed-8c0e-354e6766429c,1585254.0,Jan Patrik,Schorn,Jan Schorn,bth,Defensive Tackle,98,German,188.0,135.0,2001-07-23,Köln,"6'2""",298
314b1e40-dc59-11ed-b858-61e55cda49a7,1584774.0,Kevin,Kreider,Kevin Kreider,rhf,Center,53,German,194.0,128.0,2002-03-07,"Mechernich, Germany","6'4""",282
dc3479a0-dc59-11ed-b858-61e55cda49a7,1585905.0,Tom,Kleinmann,Tom Kleinmann,rhf,Free Safety,29,German,191.0,94.0,2002-05-13,Köln,"6'3""",207
3f7a55b0-dc5b-11ed-b858-61e55cda49a7,,Thomas Frederic S,Jacob,Thomas Jacob,rhf,Cornerback,31,Belgian,188.0,85.0,1998-10-15,"Verviers, Belgium","6'2""",187
85979840-dc5c-11ed-b858-61e55cda49a7,1586665.0,Felix,Födinger,Felix Födinger,rhf,Outside Linebacker,49,German,184.0,99.0,2001-04-09,"Köln, Germany","6'0""",218
5b368270-de12-11ed-9bc2-4b67b6d50160,1583365.0,Kaan,Timpel,Kaan Timpel,rhf,Offensive Guard,62,German,194.0,130.0,2001-06-27,Hanau,"6'4""",287
0ab02010-de2e-11ed-a48f-e36421cf2937,1584960.0,David,Culebras Sanfrutos,David Culebras,vik,Offensive Line,56,SPANISH,188.0,120.0,2002-06-27,,"6'2""",265
fc37d4e0-de2f-11ed-a48f-e36421cf2937,1584933.0,Eduardo,Perez Perez,Eduardo Perez,wpa,Wide Receiver,17,Spanish,174.0,77.0,2002-07-03,"Valencia, Spain","5'8""",170
1c967c30-de69-11ed-8beb-a7d30736740a,1584093.0,Diego,Paz González,Diego Paz,rhf,Defensive End,92,Spanish,191.0,101.0,2003-04-01,Galicia,"6'3""",223
a4c8c700-e1c2-11ed-bf60-7fc632668f80,1583360.0,Jeton,Novoberdalija,Jeton Novoberdalija,rhf,Fullback,42,,180.0,122.0,1997-04-28,"Langenfeld, Germany","5'10""",269
b2541fb0-e1f8-11ed-aca2-e5f2d5c74a02,1251336.0,Devan,Burrell,Devan Burrell,alp,Cornerback,,AMERICAN,173.0,83.0,1995-05-21,,"5'8""",183
52287770-e361-11ed-9547-07f611b1b9af,1590793.0,Zaire,Ugapo,Zaire Ugapo,par,Outside Linebacker,11,New Zealander,188.0,115.0,1997-08-11,New Zealand,"6'2""",254
840730b0-e361-11ed-a14c-bfe78f535611,1583710.0,Luca,Siebert,Luca Siebert,vik,Linebacker,5,GERMAN,189.0,94.0,2000-08-28,,"6'2""",207
adcfe340-e3bd-11ed-af24-b5c4cfc34dcd,,Felix,Proulx,Felix Proulx,bth,Cornerback,22,Italian,,,1999-12-12,Lecco,,
148fc4e0-e401-11ed-93a9-c7a76bac9918,,Djilan,Eustache,Djilan Eustache,par,Outside Linebacker,40,FRENCH,,,1999-04-26,,,
c81a91e0-e404-11ed-90b2-c7904dcbb173,1583476.0,Kenny,Floret,Kenny Floret,par,Strong Safety,9,FRENCH,173.0,82.0,1998-05-18,,"5'8""",181
5739d580-e409-11ed-852e-057153526ee0,1583501.0,Davidson,Larochel,Davidson Larochel,par,Outside Linebacker,44,FRENCH,180.0,95.0,1996-09-06,,"5'10""",209
086f2940-e49b-11ed-874c-f15ceecebf1a,,Ibel,Ahidazan,Ibel Ahidazan,par,,,FRENCH,,,1996-08-19,,,
465a6e40-eac2-11ed-bdd7-a387fbe82775,1583849.0,Emil,Eckerstorfer,Emil Eckerstorfer,vik,Wide Receiver,84,AUSTRIAN,187.0,90.0,1999-12-19,,"6'1""",198
98283990-f4be-11ed-930d-45c26933d774,1583472.0,Kacper,Jaszewski,Kacper Jaszewski,wpa,Wide Receiver,1,Polish,180.0,84.0,2002-01-13,"Wyszków, Poland","5'10""",185
319d65b0-fec3-11ed-8c3e-01ae5c554907,1583590.0,Tomasz,Osmański,Tomasz Osmański,wpa,Cornerback,12,Polish,185.0,83.0,1998-09-01,"Bydgoszcz, Poland","6'0""",183
6b88b400-04ef-11ee-beec-1b1562e54fe2,1591469.0,Felix,Ntwa,Felix Ntwa,bth,Defensive Tackle,99,Austrian,191.0,125.0,1989-04-10,"Vienna, Austria","6'3""",276
f8e63d50-097b-11ee-a785-f347d5a7a46d,1583518.0,Valentin,Gnahoua,Valentin Gnahoua,par,Defensive End,77,FRENCH,188.0,110.0,1994-09-29,,"6'2""",243
879a65a0-0ebb-11ee-9585-2724fc48ecf6,1583531.0,Mateusz,Hernacki,Mateusz Hernacki,wpa,Punter,26,POLISH,186.0,100.0,2004-01-30,,"6'1""",220
2dbfac00-0f3a-11ee-af39-2d5c6ffbc113,1585900.0,Tomas,Middleton,Tomas Middleton,par,,,PANAMAIAN,196.0,157.0,1996-10-04,,"6'5""",346
d9fda670-11a1-11ee-93a7-6fcbcbfe7e95,1584705.0,Szabolcs,Szöllösi,Szabolcs Szöllösi,fir,Free Safety,,Hungarian,182.0,82.0,2004-11-04,,"5'11""",181
c04011e0-13a5-11ee-98ab-75d31cddd9d6,1583862.0,Nils,Schauerte,Nils Schauerte,bth,Kicker,11,German,190.0,92.0,2002-09-21,Meschede,"6'2""",203
80b9c950-1407-11ee-8bb7-b92028bdf789,,Jakub,Ciurkot,Jakub Ciurkot,wpa,Kicker,15,Polish,191.0,85.0,2001-09-17,"Dębica, Poland","6'3""",187
08908d00-19da-11ee-a5e8-e1796696fa7b,884265.0,Darrell,Stewart Jr.,Darrell Stewart,vik,Wide Receiver,8,AMERICAN,186.0,97.0,1996-07-14,,"6'1""",214
3d66e9b0-1f30-11ee-975a-f7544bbf3241,1583591.0,Maciej,Jabłoński,Maciej Jabłoński,wpa,Cornerback,28,Polish,179.0,80.0,1998-02-22,Ostrowiec Świętokrzyski,"5'10""",176
aa46ec10-1f30-11ee-9411-e54c273304d3,,Marcin,Pryjma,Marcin Pryjma,wpa,Defensive Tackle,92,Polish,187.0,115.0,1988-11-11,"Wrocław, Poland","6'1""",254
007ddc40-1fc9-11ee-ad37-7b514c5fbaf0,1583369.0,Tim,Sauerland,Tim Sauerland,rhf,Tight End,85,German,190.0,102.0,2002-08-21,"Münster, Germany","6'2""",225
3cc269d0-2084-11ee-af71-dff6ad7a4a11,1595547.0,Bruno,Ribeiro,Bruno Ribeiro,par,,,FRENCH,,,1993-10-07,,,
f2389280-24ad-11ee-985a-e3485507dbe1,,Christopher,Mielke,Christopher Mielke,rhf,Tight End,83,German,195.0,120.0,2002-08-30,"Essen, Germany","6'4""",265
b29c50e0-2d26-11ee-8706-e741b00d098c,1583746.0,Noel,Swancar,Noel Swancar,vik,Linebacker,0,AUSTRIAN,182.0,93.0,2004-03-08,,"5'11""",205
706d35d0-2d90-11ee-8706-e741b00d098c,1583810.0,Linus,Gantar,Linus Gantar,vik,Free Safety,25,AUSTRIAN,176.0,90.0,1999-07-29,,"5'9""",198
0bf16560-c5eb-11ee-886b-e7cbb787e39c,,Nikolaus,Terlitza,Nikolaus Terlitza,vik,Linebacker,45,AUSTRIAN,183.0,97.0,2001-09-05,,"6'0""",214
76581870-c5ed-11ee-8c2f-fbdef772c2bf,1132415.0,Ben,Holmes,Ben Holmes,vik,Quarterback,3,AMERICAN,183.0,95.0,1994-10-15,,"6'0""",209
cb48be10-c666-11ee-bd0a-fd1a4cd5307a,1583803.0,Noah,Touré,Noah Touré,vik,Wide Receiver,18,AUSTRIAN,187.0,86.0,2002-01-05,,"6'1""",190
d38e0a80-d552-11ee-a3d5-0f955742d46a,1583633.0,Ksawery,Tracz,Ksawery Tracz,wpa,Defensive End,90,Polish,183.0,108.0,2003-11-23,"Bydgoszcz, Poland","6'0""",238
773b3e80-def1-11ee-a8fd-03adaa90c5cb,,Maximilian,Zimmermann,Maximilian Zimmermann,bth,Offensive Guard,67,German,,,2001-11-10,Nurenberg,,
fa73d990-e5e2-11ee-be59-813d4451c70b,1187831.0,Jon,Cole,Jon Cole,bth,Wide Receiver,0,American,,,1996-11-09,Los Angeles,,
